Area code,Area,Year,Series,System of trade,Value,Source
151,Eastern Europe,2005,Exports FOB (millions of US dollars),,594285,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2010,Exports FOB (millions of US dollars),,994605,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2015,Exports FOB (millions of US dollars),,1023967,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2020,Exports FOB (millions of US dollars),,1174097,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2021,Exports FOB (millions of US dollars),,1521869,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2022,Exports FOB (millions of US dollars),,1644470,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,1995,Balance imports/exports (millions of US dollars),,15036,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2005,Balance imports/exports (millions of US dollars),,103628,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2010,Balance imports/exports (millions of US dollars),,125955,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2015,Balance imports/exports (millions of US dollars),,176042,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2020,Balance imports/exports (millions of US dollars),,98970,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2021,Balance imports/exports (millions of US dollars),,154418,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
151,Eastern Europe,2022,Balance imports/exports (millions of US dollars),,274714,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,1995,Imports CIF (millions of US dollars),,470870,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2005,Imports CIF (millions of US dollars),,937990,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2010,Imports CIF (millions of US dollars),,1122240,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2015,Imports CIF (millions of US dollars),,1132508,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2020,Imports CIF (millions of US dollars),,1204204,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2021,Imports CIF (millions of US dollars),,1406717,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2022,Imports CIF (millions of US dollars),,1623809,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,1995,Exports FOB (millions of US dollars),,494552,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2005,Exports FOB (millions of US dollars),,913599,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2010,Exports FOB (millions of US dollars),,1045978,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2015,Exports FOB (millions of US dollars),,1045828,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2020,Exports FOB (millions of US dollars),,1061892,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2021,Exports FOB (millions of US dollars),,1327331,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2022,Exports FOB (millions of US dollars),,1539902,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,1995,Balance imports/exports (millions of US dollars),,23682,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2005,Balance imports/exports (millions of US dollars),,-24391,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2010,Balance imports/exports (millions of US dollars),,-76262,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2015,Balance imports/exports (millions of US dollars),,-86680,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2020,Balance imports/exports (millions of US dollars),,-142312,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2021,Balance imports/exports (millions of US dollars),,-79385,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
154,Northern Europe,2022,Balance imports/exports (millions of US dollars),,-83908,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,1995,Imports CIF (millions of US dollars),,400631,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2005,Imports CIF (millions of US dollars),,861881,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2010,Imports CIF (millions of US dollars),,1039442,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2015,Imports CIF (millions of US dollars),,925163,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2020,Imports CIF (millions of US dollars),,1020019,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2021,Imports CIF (millions of US dollars),,1339004,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2022,Imports CIF (millions of US dollars),,1664058,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,1995,Exports FOB (millions of US dollars),,372435,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2005,Exports FOB (millions of US dollars),,660817,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2010,Exports FOB (millions of US dollars),,830354,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2015,Exports FOB (millions of US dollars),,886303,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2020,Exports FOB (millions of US dollars),,1000332,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2021,Exports FOB (millions of US dollars),,1248309,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2022,Exports FOB (millions of US dollars),,1401951,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,1995,Balance imports/exports (millions of US dollars),,-28196,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2005,Balance imports/exports (millions of US dollars),,-201064,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2010,Balance imports/exports (millions of US dollars),,-209088,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2015,Balance imports/exports (millions of US dollars),,-38860,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2020,Balance imports/exports (millions of US dollars),,-19687,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2021,Balance imports/exports (millions of US dollars),,-90695,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
39,Southern Europe,2022,Balance imports/exports (millions of US dollars),,-262107,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
