Area code,Area,Year,Series,Tourism arrivals series type,Value,Source
638,Réunion,1995,Tourist/visitor arrivals (thousands),TF,304,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2005,Tourist/visitor arrivals (thousands),TF,409,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2010,Tourist/visitor arrivals (thousands),TF,420,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2019,Tourist/visitor arrivals (thousands),TF,534,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2020,Tourist/visitor arrivals (thousands),TF,217,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2021,Tourist/visitor arrivals (thousands),TF,251,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,1995,Tourism expenditure (millions of US dollars),,216,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2005,Tourism expenditure (millions of US dollars),,384,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2010,Tourism expenditure (millions of US dollars),,389,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2019,Tourism expenditure (millions of US dollars),,459,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2020,Tourism expenditure (millions of US dollars),,181,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
638,Réunion,2021,Tourism expenditure (millions of US dollars),,227,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,1995,Tourist/visitor arrivals (thousands),VF,5445,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2005,Tourist/visitor arrivals (thousands),VF,5839,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2010,Tourist/visitor arrivals (thousands),VF,7498,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2019,Tourist/visitor arrivals (thousands),VF,12815,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2020,Tourist/visitor arrivals (thousands),VF,5023,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2021,Tourist/visitor arrivals (thousands),VF,6789,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,1995,Tourism expenditure (millions of US dollars),,689,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2005,Tourism expenditure (millions of US dollars),,1324,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2010,Tourism expenditure (millions of US dollars),,1631,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2019,Tourism expenditure (millions of US dollars),,4240,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2020,Tourism expenditure (millions of US dollars),,1619,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
642,Romania,2021,Tourism expenditure (millions of US dollars),,3525,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,1995,Tourist/visitor arrivals (thousands),VF,10290,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2005,Tourist/visitor arrivals (thousands),VF,22201,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2010,Tourist/visitor arrivals (thousands),VF,22281,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2019,Tourist/visitor arrivals (thousands),VF,24419,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2020,Tourist/visitor arrivals (thousands),VF,6359,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2005,Tourism expenditure (millions of US dollars),,7805,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2010,Tourism expenditure (millions of US dollars),,13239,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2019,Tourism expenditure (millions of US dollars),,17288,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2020,Tourism expenditure (millions of US dollars),,6029,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
643,Russian Federation,2021,Tourism expenditure (millions of US dollars),,6314,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2010,Tourist/visitor arrivals (thousands),TF,605,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2019,Tourist/visitor arrivals (thousands),TF,1544,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2020,Tourist/visitor arrivals (thousands),TF,460,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2021,Tourist/visitor arrivals (thousands),TF,480,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,1995,Tourism expenditure (millions of US dollars),,4,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2005,Tourism expenditure (millions of US dollars),,67,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2010,Tourism expenditure (millions of US dollars),,224,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2019,Tourism expenditure (millions of US dollars),,636,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2020,Tourism expenditure (millions of US dollars),,212,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
646,Rwanda,2021,Tourism expenditure (millions of US dollars),,284,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
667,Saba,1995,Tourist/visitor arrivals (thousands),TF,10,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
667,Saba,2005,Tourist/visitor arrivals (thousands),TF,12,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
667,Saba,2010,Tourist/visitor arrivals (thousands),TF,12,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,1995,Tourist/visitor arrivals (thousands),TF,79,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2005,Tourist/visitor arrivals (thousands),TF,141,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2010,Tourist/visitor arrivals (thousands),TF,98,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2019,Tourist/visitor arrivals (thousands),TF,120,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2020,Tourist/visitor arrivals (thousands),TF,30,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2021,Tourist/visitor arrivals (thousands),TF,20,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,1995,Tourism expenditure (millions of US dollars),,63,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2005,Tourism expenditure (millions of US dollars),,121,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2010,Tourism expenditure (millions of US dollars),,90,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2019,Tourism expenditure (millions of US dollars),,353,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2020,Tourism expenditure (millions of US dollars),,98,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
659,Saint Kitts and Nevis,2021,Tourism expenditure (millions of US dollars),,96,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,1995,Tourist/visitor arrivals (thousands),TF,231,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2005,Tourist/visitor arrivals (thousands),TF,318,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2010,Tourist/visitor arrivals (thousands),TF,306,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2019,Tourist/visitor arrivals (thousands),TF,424,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2020,Tourist/visitor arrivals (thousands),TF,131,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2021,Tourist/visitor arrivals (thousands),TF,199,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,1995,Tourism expenditure (millions of US dollars),,230,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2005,Tourism expenditure (millions of US dollars),,382,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2010,Tourism expenditure (millions of US dollars),,309,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2019,Tourism expenditure (millions of US dollars),,1064,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2020,Tourism expenditure (millions of US dollars),,340,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
662,Saint Lucia,2021,Tourism expenditure (millions of US dollars),,780,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,1995,Tourist/visitor arrivals (thousands),TF,60,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2005,Tourist/visitor arrivals (thousands),TF,96,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2010,Tourist/visitor arrivals (thousands),TF,72,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2019,Tourist/visitor arrivals (thousands),TF,84,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2020,Tourist/visitor arrivals (thousands),TF,27,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2021,Tourist/visitor arrivals (thousands),TF,24,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,1995,Tourism expenditure (millions of US dollars),,53,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2005,Tourism expenditure (millions of US dollars),,104,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2010,Tourism expenditure (millions of US dollars),,86,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2019,Tourism expenditure (millions of US dollars),,242,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2020,Tourism expenditure (millions of US dollars),,88,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
670,Saint Vincent & Grenadines,2021,Tourism expenditure (millions of US dollars),,46,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,1995,Tourist/visitor arrivals (thousands),TF,68,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2005,Tourist/visitor arrivals (thousands),TF,102,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2010,Tourist/visitor arrivals (thousands),TF,122,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2019,Tourist/visitor arrivals (thousands),TF,172,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2020,Tourist/visitor arrivals (thousands),TF,23,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2021,Tourist/visitor arrivals (thousands),TF,3,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,1995,Tourism expenditure (millions of US dollars),,36,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2005,Tourism expenditure (millions of US dollars),,74,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2010,Tourism expenditure (millions of US dollars),,124,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2019,Tourism expenditure (millions of US dollars),,206,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2020,Tourism expenditure (millions of US dollars),,23,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
882,Samoa,2021,Tourism expenditure (millions of US dollars),,0,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,1995,Tourist/visitor arrivals (thousands),TCE,28,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2005,Tourist/visitor arrivals (thousands),TCE,50,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2010,Tourist/visitor arrivals (thousands),TCE,120,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2019,Tourist/visitor arrivals (thousands),TCE,111,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2020,Tourist/visitor arrivals (thousands),TCE,58,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2021,Tourist/visitor arrivals (thousands),TCE,94,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2019,Tourism expenditure (millions of US dollars),,227,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
674,San Marino,2020,Tourism expenditure (millions of US dollars),,155,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,1995,Tourist/visitor arrivals (thousands),TF,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2005,Tourist/visitor arrivals (thousands),TF,16,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2010,Tourist/visitor arrivals (thousands),TF,8,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2019,Tourist/visitor arrivals (thousands),TF,35,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2020,Tourist/visitor arrivals (thousands),TF,11,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2021,Tourist/visitor arrivals (thousands),TF,15,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2005,Tourism expenditure (millions of US dollars),,7,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2010,Tourism expenditure (millions of US dollars),,11,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2019,Tourism expenditure (millions of US dollars),,45,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2020,Tourism expenditure (millions of US dollars),,16,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
678,Sao Tome and Principe,2021,Tourism expenditure (millions of US dollars),,30,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,1995,Tourist/visitor arrivals (thousands),TF,3325,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2005,Tourist/visitor arrivals (thousands),TF,8037,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2010,Tourist/visitor arrivals (thousands),TF,10850,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2019,Tourist/visitor arrivals (thousands),TF,17526,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2020,Tourist/visitor arrivals (thousands),TF,4138,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2021,Tourist/visitor arrivals (thousands),TF,3477,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2010,Tourism expenditure (millions of US dollars),,7536,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2019,Tourism expenditure (millions of US dollars),,19849,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2020,Tourism expenditure (millions of US dollars),,4646,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
682,Saudi Arabia,2021,Tourism expenditure (millions of US dollars),,4639,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
686,Senegal,1995,Tourist/visitor arrivals (thousands),TF,280,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
686,Senegal,2005,Tourist/visitor arrivals (thousands),TF,769,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
686,Senegal,2010,Tourist/visitor arrivals (thousands),TF,900,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
686,Senegal,1995,Tourism expenditure (millions of US dollars),,168,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
686,Senegal,2005,Tourism expenditure (millions of US dollars),,334,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
686,Senegal,2010,Tourism expenditure (millions of US dollars),,464,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2005,Tourist/visitor arrivals (thousands),TCE,453,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2010,Tourist/visitor arrivals (thousands),TCE,683,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2019,Tourist/visitor arrivals (thousands),TCE,1847,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2020,Tourist/visitor arrivals (thousands),TCE,446,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2021,Tourist/visitor arrivals (thousands),TCE,871,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2005,Tourism expenditure (millions of US dollars),,308,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2010,Tourism expenditure (millions of US dollars),,950,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2019,Tourism expenditure (millions of US dollars),,2000,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2020,Tourism expenditure (millions of US dollars),,1430,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
688,Serbia,2021,Tourism expenditure (millions of US dollars),,2172,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,1995,Tourist/visitor arrivals (thousands),TF,121,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2005,Tourist/visitor arrivals (thousands),TF,129,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2010,Tourist/visitor arrivals (thousands),TF,175,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2019,Tourist/visitor arrivals (thousands),TF,384,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2020,Tourist/visitor arrivals (thousands),TF,115,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2021,Tourist/visitor arrivals (thousands),TF,183,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,1995,Tourism expenditure (millions of US dollars),,224,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2005,Tourism expenditure (millions of US dollars),,269,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2010,Tourism expenditure (millions of US dollars),,352,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2019,Tourism expenditure (millions of US dollars),,884,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2020,Tourism expenditure (millions of US dollars),,334,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
690,Seychelles,2021,Tourism expenditure (millions of US dollars),,594,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,1995,Tourist/visitor arrivals (thousands),TF,14,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2005,Tourist/visitor arrivals (thousands),TF,40,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2010,Tourist/visitor arrivals (thousands),TF,39,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2019,Tourist/visitor arrivals (thousands),TF,63,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2020,Tourist/visitor arrivals (thousands),TF,24,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2021,Tourist/visitor arrivals (thousands),TF,40,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,1995,Tourism expenditure (millions of US dollars),,57,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2005,Tourism expenditure (millions of US dollars),,64,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2010,Tourism expenditure (millions of US dollars),,26,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2019,Tourism expenditure (millions of US dollars),,43,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
694,Sierra Leone,2020,Tourism expenditure (millions of US dollars),,39,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,1995,Tourist/visitor arrivals (thousands),TF,6070,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2005,Tourist/visitor arrivals (thousands),TF,7079,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2010,Tourist/visitor arrivals (thousands),TF,9161,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2019,Tourist/visitor arrivals (thousands),TF,15119,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2020,Tourist/visitor arrivals (thousands),TF,2086,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2021,Tourist/visitor arrivals (thousands),TF,325,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,1995,Tourism expenditure (millions of US dollars),,7611,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2005,Tourism expenditure (millions of US dollars),,6209,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2010,Tourism expenditure (millions of US dollars),,14178,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2019,Tourism expenditure (millions of US dollars),,20313,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2020,Tourism expenditure (millions of US dollars),,5176,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
702,Singapore,2021,Tourism expenditure (millions of US dollars),,3808,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
668,Sint Eustatius,1995,Tourist/visitor arrivals (thousands),TF,9,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
668,Sint Eustatius,2005,Tourist/visitor arrivals (thousands),TF,10,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
668,Sint Eustatius,2010,Tourist/visitor arrivals (thousands),TF,11,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
534,Sint Maarten (Dutch part),1995,Tourist/visitor arrivals (thousands),TF,460,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
