Area code,Area,Year,Series,Tourism arrivals series type,Value,Source
528,Netherlands (Kingdom of the),2021,Tourism expenditure (millions of US dollars),,10535,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,1995,Tourist/visitor arrivals (thousands),TF,86,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2005,Tourist/visitor arrivals (thousands),TF,101,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2010,Tourist/visitor arrivals (thousands),TF,99,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2019,Tourist/visitor arrivals (thousands),TF,131,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2020,Tourist/visitor arrivals (thousands),TF,31,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2021,Tourist/visitor arrivals (thousands),TF,12,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,1995,Tourism expenditure (millions of US dollars),,108,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2005,Tourism expenditure (millions of US dollars),,149,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
540,New Caledonia,2010,Tourism expenditure (millions of US dollars),,129,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2005,Tourist/visitor arrivals (thousands),TF,2353,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2010,Tourist/visitor arrivals (thousands),TF,2435,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2019,Tourist/visitor arrivals (thousands),TF,3702,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2020,Tourist/visitor arrivals (thousands),TF,948,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2021,Tourist/visitor arrivals (thousands),TF,205,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,1995,Tourism expenditure (millions of US dollars),,2318,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2005,Tourism expenditure (millions of US dollars),,6486,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2010,Tourism expenditure (millions of US dollars),,6523,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2019,Tourism expenditure (millions of US dollars),,10580,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2020,Tourism expenditure (millions of US dollars),,5686,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
554,New Zealand,2021,Tourism expenditure (millions of US dollars),,2875,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,1995,Tourist/visitor arrivals (thousands),TF,281,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2005,Tourist/visitor arrivals (thousands),TF,712,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2010,Tourist/visitor arrivals (thousands),TF,1011,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2019,Tourist/visitor arrivals (thousands),TF,1295,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2020,Tourist/visitor arrivals (thousands),TF,384,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2021,Tourist/visitor arrivals (thousands),TF,222,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,1995,Tourism expenditure (millions of US dollars),,50,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2005,Tourism expenditure (millions of US dollars),,206,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2010,Tourism expenditure (millions of US dollars),,314,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2019,Tourism expenditure (millions of US dollars),,515,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2020,Tourism expenditure (millions of US dollars),,199,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
558,Nicaragua,2021,Tourism expenditure (millions of US dollars),,184,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,1995,Tourist/visitor arrivals (thousands),TF,35,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2005,Tourist/visitor arrivals (thousands),TF,58,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2010,Tourist/visitor arrivals (thousands),TF,74,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2019,Tourist/visitor arrivals (thousands),TF,192,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2020,Tourist/visitor arrivals (thousands),TF,85,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2005,Tourism expenditure (millions of US dollars),,44,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2010,Tourism expenditure (millions of US dollars),,106,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2019,Tourism expenditure (millions of US dollars),,130,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
562,Niger,2020,Tourism expenditure (millions of US dollars),,97,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,1995,Tourist/visitor arrivals (thousands),TF,656,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2005,Tourist/visitor arrivals (thousands),TF,1010,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2010,Tourist/visitor arrivals (thousands),TF,1555,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2019,Tourist/visitor arrivals (thousands),TF,2005,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2020,Tourist/visitor arrivals (thousands),TF,502,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2021,Tourist/visitor arrivals (thousands),TF,518,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,1995,Tourism expenditure (millions of US dollars),,47,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2005,Tourism expenditure (millions of US dollars),,139,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2010,Tourism expenditure (millions of US dollars),,736,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2019,Tourism expenditure (millions of US dollars),,1471,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2020,Tourism expenditure (millions of US dollars),,321,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
566,Nigeria,2021,Tourism expenditure (millions of US dollars),,265,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,1995,Tourist/visitor arrivals (thousands),TF,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2005,Tourist/visitor arrivals (thousands),TF,3,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2010,Tourist/visitor arrivals (thousands),TF,6,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2019,Tourist/visitor arrivals (thousands),TF,10,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2020,Tourist/visitor arrivals (thousands),TF,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2021,Tourist/visitor arrivals (thousands),TF,0,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,1995,Tourism expenditure (millions of US dollars),,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2005,Tourism expenditure (millions of US dollars),,1,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
570,Niue,2010,Tourism expenditure (millions of US dollars),,2,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,1995,Tourist/visitor arrivals (thousands),TCE,147,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2005,Tourist/visitor arrivals (thousands),TCE,197,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2010,Tourist/visitor arrivals (thousands),TCE,262,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2019,Tourist/visitor arrivals (thousands),TCE,758,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2020,Tourist/visitor arrivals (thousands),TCE,118,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2021,Tourist/visitor arrivals (thousands),TCE,294,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2005,Tourism expenditure (millions of US dollars),,116,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2010,Tourism expenditure (millions of US dollars),,199,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2019,Tourism expenditure (millions of US dollars),,401,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2020,Tourism expenditure (millions of US dollars),,253,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
807,North Macedonia,2021,Tourism expenditure (millions of US dollars),,387,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
580,Northern Mariana Islands,1995,Tourist/visitor arrivals (thousands),VF,676,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
580,Northern Mariana Islands,2005,Tourist/visitor arrivals (thousands),VF,507,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
580,Northern Mariana Islands,2010,Tourist/visitor arrivals (thousands),VF,379,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
580,Northern Mariana Islands,2019,Tourist/visitor arrivals (thousands),VF,487,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
580,Northern Mariana Islands,2020,Tourist/visitor arrivals (thousands),VF,89,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2022."
